company name,continent,country,address,email,phone,fax
ORIS - Objektif Research &amp; Information Services,Europe,Turkey,"19 May?s Mahallesi, Büyükdere Caddesi Beytem Plaza, No: 20/1 - Kat: 5 34381 ?i?li / Istanbul Turkey        ",info@objektifresearch.com,Phone: +90-212-939.6328,Fax: +90-212-939.6201
SIA Research and Consultancy,Europe,Turkey,Mahir Iz Caddesi No:26/1 Altunizade 34662 Istanbul Istanbul Turkey        ,info@sia-insight.com,Phone: + 90 216 325 97 95,Fax: + 90 216 325 85 11
Eksen Research,Europe,Turkey,"Buyukdere Cad. No: 4, Floor: 2 Basman Han, Sisli 34360 Istanbul Turkey        ",info@eksen.eu,Phone: +90-212-291.6006,Fax: +90-212-291.6106
Yontem Research Consultancy Limited,Europe,Turkey,Yildirim Oguz Goker Cad. 5. Gazeteciler Sitesi No: 30 Akatlar/Levent 34335 Istanbul Turkey        ,info@yontemresearch.com,Phone: +90-212-278.1219,Fax: +90-212-269.8707
Logos Research,Europe,Turkey,Omer Avni Mah. Beytulmalci Sokak No:2 D:5 Kabatas-Beyoglu 34427 Istanbul Turkey        ,deniz.ozturk@logos-research.com,Phone: +90-212-2484810,Fax: +90-212-2484870
Ipsos KMG,Europe,Turkey,Centrum Is Merkezi Aydinevler Sanayi Caddesi No:3 Kucukyali 34854 Istanbul Turkey        ,trinfo@ipsos.com,Phone: +90-216-587.1111,Fax: +90-216-417.6565
7P THINK TANK GROUP,Europe,Turkey,Eski Buyukdere caddesi Bilek Is Merkezi No. 33 kat 6 4th Levent-Kagithane 34415 Istanbul Turkey        ,info@7p-thinktankgroup.com,Phone: +90-212-217.5957,Fax: +90-212-273.0167
Etik Research,Europe,Turkey,Mecidiyekoy Mah. Lati Lokum Sok. No: 4 D: 7 Sisli – Istanbul/Turkiye 1438 Sokak No:5 Kat:4 Daire:7  Alsancak- Izmir/Türkiye 35320 Istanbul Turkey        ,turkey@etikarastirma.com,Phone: +90 (232) 422 60 40,Fax: +90 (232) 421 92 76
GfK in Turkey,Europe,Turkey,Cumhuriyet Mh. - (Harika Sk.) ?ncirli Dede Caddesi No:4 Divan Residence at Bomonti Plaza - ?i?li 34380 Istanbul Turkey        ,tr@gfk.com,Phone: +90-212-368.0700,Fax: +90-212-368.0799
Columbus bvba,Europe,Belgium,Elf Novemberlaan 32 9080 Lochristi Belgium        ,info@columbus-research.com,Phone: 329 348 1929,Fax: 329 237 2731
TNS opinion,Europe,Belgium,Rue Jules Cockx 8-10 1160 Brussels Belgium        ,tns@tns-opinion.com,Phone: 322 661 1866,Fax: 322 661 1867
Research Plus,Europe,Belgium,Kardinaal Mercierlaan 34/1 3001 Heverlee Belgium       ,marleen.baptist@researchplus.be,Phone: 321 689 3149,
JPCR s.a.,Europe,Belgium,"Clos de la Futaie, 5 B-1410 Waterloo Brabant Wallon Belgium        ",info@jpcr.be,Phone: 322 376 5210,Fax: 322 376 5214
suAzio Consulting,Europe,Belgium,Dianalaan 151 2600 Antwerp Belgium        ,info@suazio.com,Phone: 323 242 8060,Fax: 323 242 8069
InSites Consulting N.V.,Europe,Belgium,Evergemsesteenweg 195 9032 Ghent (Wondelgem) Belgium        ,info@insites-consulting.com,Phone: +32 (0)9 269 15 00,Fax: +32 (0)9 269 16 00
Profacts,Europe,Belgium,Grote Steenweg 15-17 9840 De Pinte Belgium       ,stijn.derammelaere@profacts.be,Phone: +32-(0)9-244.06.74,
MARESCO,Europe,Belgium,Oogststraat 66 B-2600 Berchem Belgium        ,marketresearch@maresco.biz,Phone: 323 449 4600,Fax: 323 449 8870
haystack international headquarters Belgium,Europe,Belgium,Romeinse straat 4 3001 Heverlee Vlaams-Brabant Belgium        ,quotes@haystack-international.com,Phone: 321 662 1158,Fax: 321 662 0002
SynapsesQuali,Europe,Belgium,"672, Sint-Annalaan 1800 Vilvoorde (Brussels North) Belgium        ",pedro.zaragoza@synapsesquali.com,Phone: 322 759 9199,Fax: 322 262 3092
TNS Dimarso,Europe,Belgium,"49-53, rue du Marais 1000 Brussels Belgium        ",info@tnsglobal.be,Phone: 322 215 1930,Fax: 322 216 1396
GfK in Belgium,Europe,Belgium,Arnould Nobelstraat 42 3000 Leuven Belgium        ,be@gfk.com,Phone: 321 674 2424,Fax: 321 674 2401
Questions and Answers,Europe,Belgium,Gouvernementstraat 5 9000 Ghent Belgium        ,info@questionsandanswers.be,Phone: 329 233 8373,Fax: 329 233 8445
FABRY CONSULT,Europe,Belgium,58 bte51 Quai des Péniches 1000 Brussels Belgium        ,martine.fabry@skynet.be,Phone: 322 243 0021,Fax: 322 243 0021
Market Probe Europe,Europe,Belgium,Veldkant 37 2550 Kontich - Antwerp Belgium        ,d.vanmarsenille@marketprobe.com,Phone: 323 451 0045,Fax: 323 457 5747
WIDE RESEARCH,Europe,Belgium,"124, Rue des 3 ponts 1160 Brussels Belgium       ",tine@wide.be,Phone: 322 627 5050,
AQ Rate,Europe,Belgium,rue Souveraine 96 1050 Brussels Belgium        ,info@aq-rate.com,Phone: 322 646 5626,Fax: 322 646 3735
IRB Europe Sprl,Europe,Belgium,81 Boulevard Louis Schmidtlaan 1040 Brussels Belgium        ,info@irbeurope.com,Phone: 322 740 2180,Fax: 322 735 3414
Dedicated Resources,Europe,Belgium,Dedicated Resources 216 Avenue Brugmann 1050 Brussels Belgium        ,info@dedicated.be,Phone: 322 344 0088,Fax: 322 343 9222
Trilations,Europe,Belgium,Prins Boudewijnlaan 30 2550 Kontich Belgium        ,johan.vermeiren@trilations.com,Phone: 323 877 6400,Fax: 323 450 9919
NORSTAT Sweden,Europe,Sweden,St Larsgatan 32B 582 24 Linkoping Sweden        ,info@norstat.se,Phone: +46-13-489.4000,Fax: +46-13-489.4010
AB Better Business World Wide,Europe,Sweden,Vargmotesvagen 4 18630 Vallentuna/Stockholm Stockholm Sweden       ,info@betterbusiness.se,Phone: +46 (0)8 5118 5110,
CCL Swedish Moderators AB,Europe,Sweden,S:t Eriksgatan 63 Box 49052 10028 Stockholm Sweden       ,info@swedishmoderators.com,Phone: +46704181673,
Red Carpet Research,Europe,Sweden,Rödhakev. 2 Gustavsberg Sweden       ,hello@redcarpetresearch.eu,Phone: +46-737-12-17-11,
Survey Sweden AB,Europe,Sweden,Address Box 149 74523 Enkoping Sweden        ,info@surveysweden.se,Phone: 468 730 3077,Fax: 468 764 7303
Enkätfabriken (Survey Factory),Europe,Sweden,Erik Dahlbergsgatan 11A 41126 Göteborg Sweden       ,kontakt@enkatfabriken.se,Phone: +4631-31 34 878,
FÜRST SCANDINAVIAN RESEARCH AB,Europe,Sweden,"Skolvägen 16, 2nd Floor 192 70 Sollentuna Sweden       ",info@fsr.se,Phone: +46-8-215.959,
Nordic Viewpoint,Europe,Sweden,"J A Wettergrens gata 5 421 30 Västra Götaland, Gothenburg Sweden       ",info@nordic-viewpoint.com,Phone: 0046 31 7872599,
ScandInfo Marketing Research AB,Europe,Sweden,PO Box 3163 Kungsgatan 42 SE-40010 Gothenburg Sweden        ,mail@scandinfo.se,Phone: +46-31-743.4400,Fax: +46-31-743.4490
M3 Research part of Bilendi,Europe,Sweden,Birger Jarlsgatan 50 114 29 Stockholm Sweden       ,csi@M3Research.com,Phone: +46 723 28 94 22,
Inizio Sweden,Europe,Sweden,"Regeringsgatan 29, 7 tr 11153 Stockhkolm Sweden       ",info@inizio.se,Phone: +46738105022,
Ipsos Sweden AB,Europe,Sweden,Box 12236 102 26 Stockholm Sweden        ,info@ipsos.se,Phone: +46-8-5989.9800,Fax: +46-8-5989.9805
QQFS (Qualitative &amp; Quantitative Fieldwork Services),Europe,Sweden,J A Wettergrens gata 5 Gothenburg 421 30 Vastra Frolunda Sweden        ,info@qqfs.com,Phone: +46-31-355.9000,Fax: +46-313559050
PFM Research i Sverige AB,Europe,Sweden,Klammerdammsgatan 2 301 02 Halmstad Sweden        ,kontakt@pfmresearch.se,Phone: +46 35 260 60 00,Fax: +46 35 260 60 99
AB Stelacon,Europe,Sweden,Alströmergatan 16 112 47 Stockholm Sweden        ,office@stelacon.se,Phone: +46-8-5871.2000,Fax: +46-8-5871.2002
GfK in Sweden,Europe,Sweden,Box 401 Sankt Lars väg 43 221 00 Lund Sweden        ,se@gfk.com,Phone: +46 (0)10-455 36 00,Fax: 464 618 1609
Intermetra,Europe,Sweden,Fredsgatan 1 411 07 Gothenburg Sweden        ,mail@intermetra.se,Phone: +46-31-721.9000,Fax: 463 115 7585
Amarillo Research &amp; Consultancy AB,Europe,Sweden,Erik Dahlbergsallén 15 115 20 Stockholm Sweden        ,info@amarillo.se,Phone: 468 731 8700,Fax: 468 679 7001
Perspektiv Undersokkningar AB,Europe,Sweden,Hantverkargatan 78 3TR SE-112 38 Stockholm Sweden       ,asa.nes@perspektivundersokningar.se,Phone: +46-706282407,
Augur,Europe,Sweden,Barnhusgatan 4 111 23 Stockholm Sweden        ,info@augur.se,Phone: +46-8-5452 9100,Fax: +46-8-5452 9120
"SAM Sensory and Marketing International, Switzerland",Europe,Switzerland,Albulastrasse 57 8048 Zürich Switzerland        ,sam-ch@samresearch.com,Phone: +41 44 439 70 40,Fax: +41 44 439 70 41
intervista AG,Europe,Switzerland,Spitalackerstr. 60 3013 Bern Bern Switzerland       ,contact@intervista.ch,Phone: +41 31 511 02 50,
bms Ltd.,Europe,Switzerland,Baarerstrasse 57 6301 Zug Switzerland        ,bms@bms-net.ch,Phone: +41-41-711.4188,Fax: +41-41-711.4185
MIS Trend S.A.,Europe,Switzerland,Pont Bessieres 3 1005 Lausanne Switzerland        ,info@mistrend.ch,Phone: +41-21-320.9503,Fax: +41-21-312.8846
icommit GmbH,Europe,Switzerland,Poststrasse 35 8700 Küsnacht Zurich Switzerland       ,welcome@icommit.ch,Phone: 0041 43 266 88 77,
Innovation Atelier SA,Europe,Switzerland,Ch. d'Entre-deux-Villes 3A 1802 Corseaux Switzerland       ,info@innovationatelier.com,Phone: +41-22-557-9559,
Qualitest AG,Europe,Switzerland,Rosenberghoehe 3 6004 Luzern Switzerland        ,qualitest@qualitestag.ch,Phone: +41-41-712.1221,Fax: +41-41-712.1226
Happy Thinking People AG,Europe,Switzerland,Stauffacherstrasse 101 8004 Zurich Switzerland        ,contact-zurich@happythinkingpeople.com,Phone: +41 44 204 1626,Fax: +41 44 204 1627
SIRO-FIELD,Europe,Switzerland,Marktgasse 1 Postfach 101 8400 Winterthur Switzerland        ,sirofield@active.ch,Phone: +41-52-202.9691,Fax: +41-52-202.9693
Insight Institute AG,Europe,Switzerland,Bergstrasse 138 8032 Zurich Switzerland        ,info@insightinstitute.ch,Phone: +41-44-387.9090,Fax: +41-44-387.9091
Fuhrer &amp; Hotz,Europe,Switzerland,Dorfstrasse 13A 6340 Baar Zug Switzerland        ,info@fuhrer-hotz.ch,Phone: +41 41 766 14 00,Fax: +41 41 766 14 01
LINK Institut für Markt- und Sozialforschung,Europe,Switzerland,Spannortstrasse 7/9 6000 Lucerne 4 Switzerland        ,lucerne@link.ch,Phone: +41-41-367.7373,Fax: +41-41-367.7272
Yxplora AG - field &amp; market research solutions,Europe,Switzerland,Badenerstrasse 78 8004 Zurich Switzerland        ,info@yxplora.com,Phone: +41-44-200.70.40,Fax: +41-44-200.70.49
CBC Switzerland Ltd,Europe,Switzerland,Marktgasse 32 3011 Bern Switzerland        ,renee.wang@cbcnow.com,Phone: +41-31-560.3000,Fax: +41-31-312.5886
Random International Consumer Panels SA (Former P. Robert and Partners SA),Europe,Switzerland,Avenue de Lonay 13 1110 Morges 1 Switzerland        ,info@random-icp.com,Phone: +41-21-802.85.55,Fax: +41-21-802.84.85
GIM Gesellschaft fur innovative Marktforschung Suisse AG,Europe,Switzerland,General-Wille-Strasse 10 8002 Zurich Switzerland        ,info@g-i-m.ch,Phone: +41-44-283.1818,Fax: +41-44-283.1819
TestingTime AG,Europe,Switzerland,Bahnhofstrasse 3 8001 Zurich Switzerland       ,contact@testingtime.com,Phone: +41 44 560 99 15,
Dichter Research AG,Europe,Switzerland,Stauffacherstrasse 27 8004 Zurich Switzerland        ,dichter@dichter.ch,Phone: +41-43-810.0909,Fax: +41-43-810.0901
GfK in Switzerland,Europe,Switzerland,Obermattweg 9 6052 Hergiswil Switzerland        ,ch@gfk.com,Phone: +41 (0)41 632 9111,Fax: +41 (0)79 689 26 59
MSIntelligence,Europe,Switzerland,16 Rue du Roveray 1207 Geneva Switzerland        ,info@msintelligence.com,Phone: +41 22 8495201,Fax: +41 22 8495202
Ennova A/S,Europe,Denmark,Daugbjergvej 26 8000 Aarhus C. Denmark        ,email@ennova.com,Phone: 458 620 2120,Fax: 458 620 2048
M3 Research part of Bilendi,Europe,Denmark,Londongade 4 5000 Odense C Denmark        ,info@m3-mr.com,Phone: 457 070 1718,Fax: 456 614 1943
Epinion - Denmark - Research &amp; Insights,Europe,Denmark,"Ryesgade 3F Ryesgade 3F, 2200 Copenhagen N 2200 Copenhagen N Denmark        ",contact@epinionglobal.com,Phone: 458 730 9500,Fax: 457 023 1423
Wilke Research A/S,Europe,Denmark,Jens Benzons Gade 54B 5000 Odense C Denmark        ,wilke@wilke.dk,Phone: 457 010 2080,Fax: 457 010 2081
Analyse Danmark ApS,Europe,Denmark,Frederiksberg Allé 17 Baghuset DK-1820 Frederiksberg C Denmark       ,info@analysedanmark.dk,Phone: 454 333 1020,
Voxmeter,Europe,Denmark,"Borgergade 6, 4th floor 1300 Copenhagen K Denmark       ",cs@ceminstitute.com,Phone: 457 020 2324,
NORSTAT Denmark,Europe,Denmark,"Frederiksborggade 1, 4. 1360 Copenhagen K Denmark        ",info@norstat.dk,Phone: 453 539 2060,Fax: 453 535 9059
Moos-Bjerre &amp; Lange,Europe,Denmark,Vartov Farvergade 27a 1463 København K Denmark       ,mail@mbla.dk,Phone: 452 777 2020,
YouGov Nordic,Europe,Denmark,"Bryggervangen 55, 1.th DK-2100 Copenhagen 0179 Denmark       ",info@yougov.com,Phone: 457 027 2224,
MEGAFON,Europe,Denmark,Alhambravej 12 1826 Frederiksberg C Denmark        ,megafon@megafon.dk,Phone: 457 741 4141,Fax: 457 741 4177
People Research,Europe,Denmark,Flaesketorvet 26 1711 Copenhagen V Denmark       ,office@peopleresearch.dk,Phone: 453 134 7370,
MarketMinds,Europe,Denmark,Vesterbrogade 121 1620 Copenhagen K Denmark       ,obelitz@marketminds.dk,Phone: 453 538 3853,
Kantar Gallup,Europe,Denmark,Masnedoegade 22-24 2100 Copenhagen O Denmark        ,gallup@tns-gallup.dk,Phone: 453 927 2727,Fax: 453 927 5080
FENESTRA OK,Europe,Denmark,"Fenestra OK Fynsvej 15 2800 Lyngby, Copenhagen Denmark       ",mail@fenestra.dk,Phone: 454 041 5290,
FactiCom,Europe,Denmark,Gersagervej 8 DK-2670 Greve Denmark       ,mail@aspectoweb.com,Phone: 452 074 1775,
DMA Research A/S,Europe,Denmark,Sct. Clemens Torv 15 8000 Århus C Denmark        ,request@dma-research.com,Phone: 458 732 7777,Fax: 458 732 7788
Millward Brown Denmark,Europe,Denmark,Raadhuspladsen 45-47 1550 Copenhagen V. Denmark        ,mbdk@millwardbrown.dk,Phone: 453 377 1040,Fax: 453 377 1050
Aalund A/S,Europe,Denmark,Frederiksgade 73 8000 Aarhus Denmark        ,bc@aalund.com,Phone: 458 731 0909,Fax: 458 731 0900
Lindberg International A/S,Europe,Denmark,Søren Frichs Vej 40B 8230 Åbyhøj Denmark        ,ml@lindberg-international.com,Phone: 457 020 0085,Fax: 457 020 0095
AIM Create,Europe,Denmark,Strandvejen 100 2900 Hellerup Denmark       ,jesper.mortensen@aimcreate.dk,Phone: 457 240 7010,
Millward Brown RI,Europe,Greece,23 Sinopis St. &amp; 139 Michalakopoulou St. 115 27 Athens Greece        ,greece@millwardbrown.com,Phone: +30-210-772.8500,Fax: +30-210-748.8671
Focus Bari S.A. Marketing Research Services,Europe,Greece,59 Vas. Sofias Avenue 115 21 Athens Greece        ,focus@focus.gr,Phone: +30-210-723.8122,Fax: +30-210-723.8085
Braincandy Ltd.,Europe,Greece,23 Rigillis st. 10674 Athens Greece        ,athens@braincandy.gr,Phone: 00302107243001,Fax: 00302107243002
DataPower S.A.,Europe,Greece,15 Feron str. 104 34 Athens Greece        ,datpower@otenet.gr,Phone: +30-210-825.6825,Fax: +30-210-821.7530
Medi-Mark Ltd.,Europe,Greece,"64, L. Riankour Str. Apollo Tower 18 B3 115 23 Athens Greece        ",medimark@hol.gr,Phone: +30-210-699.0124,Fax: +30-210-699.0125
Zampple Hellas,Europe,Greece,5 Nav. Nikodimou st. Syntagma 10558 Athens Attica Greece        ,contact@zampple.com,Phone: 00302103319960,Fax: 00302103210048
MRB Hellas S.A.,Europe,Greece,74 Panormou Str. 115 23 Athens Greece        ,info@mrb.gr,Phone: +30-210-697.1000,Fax: +30-210-698.5813
The Hellenic Research House,Europe,Greece,"42-44, Antinoros Str 16121 Athens Greece        ",hrh@otenet.gr,Phone: +30-210-745.5900,Fax: +30-210-748.8713
Abacus Research,Europe,Greece,FEIDIPPIDOY 2 115  26 ATHENS Greece        ,abacusgr@otenet.gr,Phone: +30-210-777.0023,Fax: +30-210-777.6560
Metron Analysis S.A.,Europe,Greece,6 Sinopis Str. Abelokipi 115 27 Athens Greece        ,metron@metronanalysis.gr,Phone: +30-210-745.1800,Fax: +30-210-745.1888
Explorer Worldwide Research,Europe,Greece,Zan  Moreas 5- Halandri 152 32 Athens Greece        ,info@explorer-research.gr,Phone: +30-210-685.7080,Fax: +30-210-685.8020
STOHOS,Europe,Greece,7 Anastasiou St. 115 24 Athens Greece        ,info@stohosresearch.co,Phone: +30210698.2300,Fax: +30210698.2503
qed Ltd.,Europe,Greece,5 Sevastoupoleos street 115 26 Athens Greece        ,qed@otenet.gr,Phone: +30-210-748.4602,Fax: +30-210-748.4604
Rass Consultancy SA,Europe,Greece,10 Akti Posseidonos Street 185 31 Piraeus Greece        ,contact@rass.gr,Phone: +30-210-419.7100,Fax: +30-210-419.7200
PRORATA S.A.,Europe,Greece,Palaiologou Benizelou 7 10556 Athnes Greece        ,prorata@prorata.gr,Phone: +30 2111031900,Fax: +30 210 3211236
IPSOS-OPINION S.A.,Europe,Greece,"IPSOS-OPINION S.A. 8, Kolokotroni street 105 61 Athens Attica Greece       ",nfo@ipsosopinion.com,Phone: +30-210-323.4344,
Global Link,Europe,Greece,"5, Konitsis Street 151 25 Maroussi Athens Greece        ",globallink@globallink.gr,Phone: +30-210-612.8800,Fax: +30-210-612.8810
MINDVIEW,Europe,Greece,"10, Markou Botsari str. 14561 Kifisia Attiki Greece        ",info@mind-view.gr,Phone: +302106231305,Fax: 210 801 4247
the research hive,Europe,Greece,80 Sevastoupoleos st. Athens Greece        ,info@theresearchhive.gr,Phone: 210 699 0388,Fax: 210 691 4016
TAYLOR NELSON SOFRES MARKET RESEARCH A.E.,Europe,Greece,23 Sinopis Street &amp; 139 Michalakopoulou Street 115 27 Athens Greece        ,tnsgreece@tnsglobal.com,Phone: +30-210-7260.600,Fax: +30-210-7488.671
Data Centrum,Europe,Albania,"Str. Nasi Pavllo, Building ‘Dola', No.5 1000 Tirana Albania       ",info@datacentrum.al,Phone: +355 4 220 11 00,
IDRA Research &amp; Consulting,Europe,Albania,"Siri Kodra Str.  Pall. Abissnet, 11/1 1730 Tirana Tirana Albania        ",auron.pasha@idra.al,Phone: +355-4-2274767,Fax: +355-4-2235519
IFES - Institute for Empirical Social Research,Europe,Austria,Teinfaltstrasse 8 1010 Vienna Austria        ,ifes@ifes.at,Phone: +43-1-54670,Fax: +43-1-5467.0312
Context-Research e.U.,Europe,Austria,Guglgasse 12 / 395 Vienna Austria       ,office@context-research.at,Phone: +43-660-4281506,
2-morrow marketing,Europe,Austria,Handelskai 94-96/10/4 1200 Vienna Austria        ,almhofer@2-morrow.com,Phone: 431 207 2504,Fax: 431 207 2554
TNS INFO Research Austria,Europe,Austria,Kaiserstrasse 55 1070 Vienna Austria        ,office@tns-austria.com,Phone: 431 526 5584,Fax: +43-1-5265.58442
EPINION - Austria - Research &amp; Insights,Europe,Austria,Hainburgerstraße 20/7 1030 Vienna Austria       ,contact@epinionglobal.com,Phone: +43 (0)699 13180416,
OGM,Europe,Austria,Bösendorferstraße 2 1010 Vienna Austria        ,marketing@ogm.at,Phone: +43-1-506.500,Fax: 431 506 5026
Integral Markt- und Meinungsforschung Ges.m.b.H.,Europe,Austria,Mohsgasse 1 1030 Vienna Austria        ,office@integral.co.at,Phone: 431 799 1994,Fax: +43-1-7991.99418
IMAS International GmbH,Europe,Austria,Gruberstr. 2-6 4020 Linz Austria        ,office@imas.at,Phone: +43-732-772.2550,Fax: +43-732-772.2555
Hoffmann &amp; Forcher Marketing Research,Europe,Austria,Krummbaumgasse 1 1020 Vienna Austria        ,hoffmann.forcher@hf.co.at,Phone: +43-1-5854.5350,Fax: +43-1-5854.53544
Spectra Marktforschungsges.m.b.H.,Europe,Austria,Brucknerstrasse 3-5 4020 Linz Upper Austria Austria        ,office@spectra.at,Phone: 437 326 9010,Fax: 437 326 9014
GfK in Austria,Europe,Austria,Ungargasse 37 1030 Vienna Austria        ,at@gfk.com,Phone: +43-1-717.100,Fax: +43-1-7171.0194
marketmind GmbH,Europe,Austria,Porzellangasse 32 1090 Vienna Austria        ,marketmind@marketmind.at,Phone: +43-1-3694.6260,Fax: +43-1-3694.62633
Market-Marktforschungs GmbH &amp; Co KG,Europe,Austria,Klausenbachstrasse 67 4040 Linz Austria        ,research@market.at,Phone: 437 322 5550,Fax: +43-732-255.522
"Das Österreichische Gallup Institut, Dr. Karmasin GmbH",Europe,Austria,Anastasius Grün-Gasse 32 1180 Vienna Austria        ,office@gallup.at,Phone: +43-1-4704.7240,Fax: +43-1-4704.72449
MASMI - BY,Europe,Belarus,"Partizanskij prospect 6a, 1007-1017 220033 Minsk Belarus        ",masmi-by@masmi.com,Phone: +375 17 298-33-34,Fax: +375 17 298-33-33
Mareco Index Bosnia,Europe,Bosnia-Herzegovina,Muhameda Ef. Pandze 4 71000 Sarajevo Bosnia-Herzegovina        ,info@tns-mib.ba,Phone: +387-33-273.970,Fax: +387-33-273.971
Valicon,Europe,Bosnia-Herzegovina,Branilaca Sarajeva 20/IV 71000 Sarajevo Bosnia-Herzegovina        ,info@valicon.net,Phone: +387-33-258.655,Fax: +387-33-258.656
Client-X,Europe,Bulgaria,"25, prof.d-r Petar Dertliev str. 1324 Sofia Sofia Bulgaria       ",office@client-x.com,Phone: +359 2 8 100 177,
LOGO Market Research &amp; Consulting Ltd.,Europe,Bulgaria,"36 Dragan Tzankov Blvd. WTC Interpred, office A-801 1040 Sofia Bulgaria       ",info@logo-mrc.com,Phone: +359 2 815 4910,
MAP Marketing Research Ltd.,Europe,Bulgaria,"JK Mladost 4, Block 426A, Entr.B., Floor 1 1750 Sofia Bulgaria        ",info@map-mr.com,Phone: +359-2-422.5041,Fax: +359-2-969.6095
Market LINKS,Europe,Bulgaria,"5, Angel Kanchev Str. 1000 Sofia Bulgaria        ",office@mmlinks.net,Phone: +359-2-980.5553,Fax: +359-2-980.0400
TNS BBSS Plc.,Europe,Bulgaria,"23, James Boucher Boulevard 1164 Sofia Bulgaria Bulgaria        ",office@tns-bbss.com,Phone: +359 2 4224 800,Fax: +359 2 4224 988
Market Test (r) Ltd.,Europe,Bulgaria,6 Septemvri St. No 4 1000 Sofia Bulgaria        ,office@mtest.bg,Phone: +359-2-988.2779,Fax: +359-2-981.5327
Estat Ltd.,Europe,Bulgaria,"9 St.St. Sedmochislenitsi str, fl.6, apt.29 1421 Sofia Bulgaria        ",office@estatbg.com,Phone: +359-2-950.5515,Fax: +359-2-950.5515
Alpha Research Ltd,Europe,Bulgaria,"54 Iskar Street, Floor 2 1000 Sofia Bulgaria        ",headoffice@aresearch.org,Phone: +359-2-983.6067,Fax: +359-2-986.9075
Global Metrics Ltd.,Europe,Bulgaria,42 Alabin Street 1000 Sofia Bulgaria       ,office@globalmetrics.eu,Phone: +359894357643,
MASMI Adriatica D.O.O.,Europe,Croatia,Amruseva street 5 10000 Zagreb Croatia        ,masmi-adriatica@masmi.com,Phone: +385-1.481.2644,Fax: +385-1.4851.402
VALICON Zagreb,Europe,Croatia,Baruna Trenka 16 10000 Zagreb Croatia        ,kristina.crep@valicon.net,Phone: +385 1 640 99 55,Fax: +385 1 640 99 56
Hendal Research,Europe,Croatia,J. Zerjaviceva 13 10000 Zagreb Croatia        ,info@hendal.hr,Phone: +385-1-487.8180,Fax: +385-1-487.8199
GfK in Croatia,Europe,Croatia,Draskoviceva 54 10000 Zagreb Croatia        ,gfk.hr@gfk.com,Phone: +385 1 4921 222,Fax: +385 1 4921 223
Prizma CPI,Europe,Croatia,Petra Grgeca 9 10000 Zagreb Croatia        ,info@prizmacpi.hr,Phone: +385-1-633.1500,Fax: +385-1-631.4033
IPSOS PULS d.o.o.,Europe,Croatia,Budmanijeva 1 10000 Zagreb Croatia        ,office.croatia@ipsos.com,Phone: +385-1-600.8900,Fax: +385-1-600.8999
RAI Consultants Ltd.,Europe,Cyprus,"Leoforos GIANNOU KRANIDIOTI 213, Latsia 2234 P.O. Box 26727, 1647 Nicosia - Cyprus Latsia Cyprus        ",info@rai.com.cy,Phone: +357-22-368.368,Fax: +357-22-317.797
Pulse Market Research,Europe,Cyprus,"52 Archangelou Michail Str. Office 201, Engomi 2410 Nicosia Cyprus        ",info@pulse.com.cy,Phone: +357-22-447.000,Fax: +357-22-769.841
RetailZoom,Europe,Cyprus,8 Vassiliou Voulgaroktonou Street 1010 Nicosia Cyprus        ,info@retailzoom.net,Phone: +357-22861815,Fax: +357-22861894
NOVERNA Ltd.,Europe,Cyprus,"13, Platonos Street 1011 Nicosia Cyprus        ",harris.papageorgiou@novernaplus.com,Phone: +357-22-769.444,Fax: +357-22-445.776
Cymar Market Research Ltd.,Europe,Cyprus,Digeni Akrita 40 Strovolos 2045 Nicosia Cyprus        ,cymar@cymar.com.cy,Phone: +357-22-468.000,Fax: +357-22-468.008
ConRead Research Bureau Ltd,Europe,Cyprus,"14, Michalakopoulou, Demitas Tower, 3rd Floor, Office 301 1075 Nicosia Cyprus        ",info@conread.com,Phone: +35-722.766.161,Fax: +35-722.766.163
IBRS - International Business and Research Services,Europe,Czech-Republic,Dubecska 8 Kolovratska 6 100 00 Prague 10 Czech Republic        ,ibrs@ibrs.cz,Phone: +420-2-7478.4434,Fax: +420-2-7481.9645
SC&amp;C  s.r.o.,Europe,Czech-Republic,Americká 21 120 00 Prague 2 Czech Republic        ,jrehak@scac.cz,Phone: +420-222-515.844,Fax: +420-222-511.221
Median s.r.o,Europe,Czech-Republic,Národních hrdinu 73 190 12 Prague 9 Czech Republic        ,median@median.cz,Phone: +420-225-301.111,Fax: +420-225-301.101
PSYMA Praha,Europe,Czech-Republic,Pod Zemankou 29 147 00 Prague 4 Czech Republic        ,prague@psyma.com,Phone: +420-2-4409.0211,Fax: +420-2-4409.0212
ppm factum research s.r.o.,Europe,Czech-Republic,Bucharova 1281/2 158 00 Prague 13 Czech Republic        ,info@factum.cz,Phone: +420-233-111.000,Fax: +420-233-111.002
GfK in Czech Republic,Europe,Czech-Republic,Na Hrebenech II 1718/10 14000 Prague Czech Republic        ,cz@gfk.com,Phone: +420-296-555.600,Fax: +420-251-815.800
IPSOS,Europe,Czech-Republic,Na Prikope 22 110 00 Prague 1 Czech Republic        ,office@ipsos-tambor.cz,Phone: +420-226-513.111,Fax: +420-224-931.357
CEE Insight,Europe,Czech-Republic,Ostrovskeho 253/3 150 00 Prague 5 Czech Republic        ,david.ulbrich@cee-insight.eu,Phone: +420-222.367.371,Fax: +420-226.013.271
